MIPS 160 microns
     	
lambda     	response
100.0851     	0.000447
100.2105     	0.000474
100.3363     	0.000367
100.4623     	0.000407
100.5887     	0.000472
100.7154     	0.000494
100.8424     	0.000539
100.9697     	0.000589
101.0974     	0.000553
101.2253     	0.000548
101.3536     	0.00068
101.4822     	0.0007
101.6112     	0.000596
101.7405     	0.000557
101.8701     	0.000641
102     	0.000724
102.1303     	0.000677
102.2609     	0.000715
102.3918     	0.000766
102.5231     	0.000665
102.6547     	0.000725
102.7866     	0.000715
102.9189     	0.000719
103.0516     	0.000799
103.1845     	0.000749
103.3178     	0.000752
103.4515     	0.000789
103.5855     	0.000822
103.7199     	0.000846
103.8546     	0.000819
103.9896     	0.000786
104.125     	0.000797
104.2608     	0.0009
104.3969     	0.000966
104.5334     	0.000952
104.6702     	0.000808
104.8074     	0.000738
104.9449     	0.000819
105.0828     	0.000927
105.2211     	0.000932
105.3597     	0.000831
105.4987     	0.000792
105.6381     	0.000796
105.7778     	0.000819
105.9179     	0.00087
106.0584     	0.000904
106.1992     	0.000924
106.3404     	0.000889
106.482     	0.000901
106.624     	0.000943
106.7664     	0.000881
106.9091     	0.000796
107.0522     	0.000866
107.1957     	0.000943
107.3396     	0.000932
107.4839     	0.001009
107.6286     	0.000936
107.7736     	0.000803
107.919     	0.000997
108.0649     	0.001114
108.2111     	0.001061
108.3577     	0.001021
108.5048     	0.000981
108.6522     	0.000917
108.8     	0.000933
108.9482     	0.000937
109.0969     	0.000876
109.2459     	0.000864
109.3954     	0.000883
109.5452     	0.001011
109.6955     	0.001149
109.8462     	0.001216
109.9973     	0.001242
110.1488     	0.001255
110.3007     	0.001211
110.4531     	0.001216
110.6058     	0.001288
110.759     	0.001282
110.9126     	0.001384
111.0667     	0.001455
111.2212     	0.001513
111.3761     	0.001442
111.5314     	0.001455
111.6872     	0.001539
111.8434     	0.001477
112     	0.001562
112.1571     	0.001587
112.3146     	0.001518
112.4726     	0.001472
112.631     	0.00151
112.7899     	0.001489
112.9492     	0.001518
113.1089     	0.001668
113.2691     	0.001809
113.4298     	0.001797
113.5909     	0.001851
113.7525     	0.001818
113.9145     	0.002091
114.0771     	0.002203
114.24     	0.002179
114.4035     	0.002222
114.5674     	0.002193
114.7317     	0.002368
114.8966     	0.002635
115.0619     	0.002708
115.2277     	0.002766
115.394     	0.003203
115.5607     	0.00352
115.7279     	0.003654
115.8957     	0.003983
116.0639     	0.004197
