MIPS 24 microns
     	
lambda     	response
123.9814     	0.023727
124.1739     	0.025979
124.367     	0.027942
124.5608     	0.029283
124.7551     	0.030681
124.95     	0.032541
125.1456     	0.034293
125.3417     	0.036261
125.5385     	0.038157
125.7359     	0.040349
125.9339     	0.043315
126.1325     	0.046326
126.3318     	0.049115
126.5317     	0.051696
126.7322     	0.054633
126.9334     	0.057837
127.1352     	0.060863
127.3376     	0.063607
127.5407     	0.06696
127.7444     	0.071232
127.9488     	0.076605
128.1539     	0.080961
128.3596     	0.085566
128.5659     	0.089646
128.773     	0.094342
128.9807     	0.099703
129.189     	0.104491
129.3981     	0.109402
129.6078     	0.114945
129.8182     	0.120442
130.0293     	0.127514
130.2411     	0.134596
130.4535     	0.138864
130.6667     	0.146123
130.8805     	0.150331
131.0951     	0.157503
131.3104     	0.162007
131.5263     	0.170009
131.743     	0.17437
131.9604     	0.182098
132.1785     	0.187804
132.3974     	0.195749
132.6169     	0.200513
132.8372     	0.208706
133.0583     	0.213323
133.28     	0.222323
133.5025     	0.226949
133.7258     	0.231259
133.9498     	0.239267
134.1745     	0.241975
134.4     	0.249969
134.6263     	0.259455
134.8533     	0.268523
135.0811     	0.277311
135.3097     	0.285225
135.539     	0.293649
135.7691     	0.302112
136     	0.310823
136.2317     	0.318801
136.4642     	0.322865
136.6975     	0.334176
136.9315     	0.34868
137.1664     	0.356199
137.4021     	0.370831
137.6386     	0.385731
137.8759     	0.400423
138.114     	0.414583
138.353     	0.429878
138.5927     	0.445
138.8334     	0.457952
139.0748     	0.465973
139.3171     	0.480237
139.5602     	0.495482
139.8042     	0.509854
140.0491     	0.532226
140.2948     	0.547751
140.5413     	0.562369
140.7888     	0.584999
141.0371     	0.608022
141.2862     	0.62929
141.5363     	0.645116
141.7873     	0.65841
142.0391     	0.671591
142.2918     	0.675774
142.5455     	0.688479
142.8     	0.700292
143.0555     	0.702498
143.3119     	0.715888
143.5691     	0.72826
143.8274     	0.740454
144.0865     	0.741969
144.3466     	0.754591
144.6076     	0.757151
144.8696     	0.768715
145.1325     	0.770594
145.3964     	0.784353
145.6612     	0.786992
145.927     	0.798593
146.1938     	0.80432
146.4616     	0.812317
146.7303     	0.813238
147     	0.823684
147.2707     	0.834649
147.5425     	0.847635
147.8152     	0.859012
148.0889     	0.868908
148.3637     	0.879965
148.6394     	0.891054
148.9162     	0.898551
149.1941     	0.900832
149.4729     	0.912081
149.7528     	0.923489
150.0338     	0.933271
150.3158     	0.942213
150.5989     	0.951861
150.883     	0.961771
151.1683     	0.972094
151.4546     	0.981395
151.742     	0.994476
152.0304     	0.999749
152.32     	0.999151
152.6107     	0.997548
152.9025     	0.9957
153.1954     	0.995062
153.4895     	0.993676
153.7846     	1
154.0809     	0.998353
154.3784     	0.997502
154.677     	0.995063
154.9768     	0.993275
155.2777     	0.992945
155.5798     	0.980701
155.8831     	0.977739
156.1875     	0.975756
156.4932     	0.965544
156.8     	0.963634
157.1081     	0.96077
157.4173     	0.954258
157.7278     	0.957757
158.0396     	0.955337
158.3525     	0.952607
158.6667     	0.950778
158.9821     	0.95971
159.2988     	0.957048
159.6168     	0.954059
159.936     	0.950879
160.2565     	0.949385
160.5783     	0.947378
160.9014     	0.946668
161.2258     	0.946953
161.5515     	0.947891
161.8786     	0.955765
162.2069     	0.9535
162.5366     	0.954159
162.8676     	0.956026
163.2     	0.956026
163.5338     	0.964962
163.8689     	0.965461
164.2054     	0.965031
164.5432     	0.963797
164.8825     	0.953418
165.2232     	0.951826
165.5652     	0.949067
165.9087     	0.944964
166.2537     	0.931234
166.6     	0.926587
166.9478     	0.920868
167.2971     	0.91358
167.6478     	0.898548
168     	0.880514
168.3537     	0.861504
168.7089     	0.852693
169.0656     	0.833905
169.4238     	0.82043
169.7835     	0.797571
170.1447     	0.784459
170.5075     	0.759877
170.8718     	0.740617
171.2377     	0.711354
171.6052     	0.684708
171.9742     	0.657276
172.3449     	0.629894
172.7171     	0.610668
173.0909     	0.583345
173.4664     	0.555174
173.8435     	0.527646
174.2223     	0.4969
174.6026     	0.471499
174.9847     	0.445906
175.3684     	0.419362
175.7539     	0.3933
176.141     	0.368825
176.5298     	0.344754
176.9204     	0.325955
177.3127     	0.3036
177.7067     	0.282585
178.1025     	0.265238
178.5     	0.250196
178.8994     	0.234194
179.3005     	0.219211
179.7034     	0.203229
180.1081     	0.189903
180.5147     	0.177366
180.9231     	0.16602
181.3334     	0.15316
181.7455     	0.143091
182.1595     	0.133721
182.5754     	0.125481
182.9932     	0.116889
183.4129     	0.109056
183.8345     	0.102276
184.2581     	0.095799
184.6836     	0.088747
185.1111     	0.083556
185.5406     	0.078206
185.9721     	0.072986
186.4056     	0.068567
186.8412     	0.064252
187.2787     	0.059304
187.7183     	0.054956
188.16     	0.051705
188.6038     	0.047743
189.0497     	0.044662
189.4977     	0.041159
189.9478     	0.038585
190.4     	0.035677
190.8544     	0.033044
191.311     	0.030634
191.7698     	0.028746
192.2308     	0.026742
192.694     	0.02463
193.1595     	0.022829
193.6271     	0.020896
194.0971     	0.019406
194.5694     	0.018199
195.0439     	0.016901
195.5208     	0.016001
196     	0.014935
196.4816     	0.013881
196.9655     	0.013061
197.4519     	0.012065
197.9406     	0.01121
198.4318     	0.01045
198.9254     	0.009667
199.4215     	0.009083
199.92     	0.008501
