# Filter database
# 
# new filters denoted by a leading '>', with the format
#     	      '> [filter_name] [exponent scale] [source]'
# exponent scale denotes units; for example:
# 	   -10 = Anstroms
#	   -9 = Nanometers
#	   -6 = Microns
# any integer (or float) number will cause wavelength to be scaled to 10^[exponent scale]
# source is where the filter information was taken from, put something (or null for no information)

> PACS_100 -10 Null
#       lam (ang)   response
       1925500.0      0.88188322
       1926000.0      0.88147803
       1926500.0      0.88107520
       1927000.0      0.88066935
       1927500.0      0.88026586
       1928000.0      0.87985935
       1928500.0      0.87945521
       1929000.0      0.87904804
       1929500.0      0.87864325
       1930000.0      0.87823542
       1930500.0      0.87782997
       1931000.0      0.87742148
       1931500.0      0.87701537
       1932000.0      0.87660623
       1932500.0      0.87620488
       1933000.0      0.87582758
       1933500.0      0.87544997
       1934000.0      0.87507205
       1934500.0      0.87469381
       1935000.0      0.87431526
       1935500.0      0.87393640
       1936000.0      0.87355723
       1936500.0      0.87317775
       1937000.0      0.87279795
       1937500.0      0.87241784
       1938000.0      0.87203742
       1938500.0      0.87165668
       1939000.0      0.87127292
       1939500.0      0.87089156
       1940000.0      0.87050988
       1940500.0      0.87012790
       1941000.0      0.86974560
       1941500.0      0.86936299
       1942000.0      0.86842495
       1942500.0      0.86690929
       1943000.0      0.86539546
       1943500.0      0.86387801
       1944000.0      0.86235966
       1944500.0      0.86084314
       1945000.0      0.85932301
       1945500.0      0.85780198
       1946000.0      0.85628278
       1946500.0      0.85475995
       1947000.0      0.85323624
       1947500.0      0.85171435
       1948000.0      0.85018885
       1948500.0      0.84866244
       1949000.0      0.84713515
       1949500.0      0.84560968
       1950000.0      0.84408060
       1950500.0      0.84255061
       1951000.0      0.84101973
       1951500.0      0.83936491
       1952000.0      0.83775562
       1952500.0      0.83614814
       1953000.0      0.83453972
       1953500.0      0.83293037
       1954000.0      0.83132009
       1954500.0      0.82971161
       1955000.0      0.82810220
       1955500.0      0.82649186
       1956000.0      0.82488333
       1956500.0      0.82327112
       1957000.0      0.82166073
       1957500.0      0.82004940
       1958000.0      0.81843989
       1958500.0      0.81682671
       1959000.0      0.81521534
       1959500.0      0.81360304
       1960000.0      0.81199256
       1960500.0      0.81038115
       1961000.0      0.80911778
       1961500.0      0.80831265
       1962000.0      0.80750975
       1962500.0      0.80670634
       1963000.0      0.80590242
       1963500.0      0.80509798
       1964000.0      0.80429303
       1964500.0      0.80348756
       1965000.0      0.80268433
       1965500.0      0.80188059
       1966000.0      0.80107358
       1966500.0      0.80026881
       1967000.0      0.79946353
       1967500.0      0.79865774
       1968000.0      0.79785419
       1968500.0      0.79704738
       1969000.0      0.79624004
       1969500.0      0.79543496
       1970000.0      0.79462936
       1970500.0      0.79376528
       1971000.0      0.79251676
       1971500.0      0.79126475
       1972000.0      0.79001476
       1972500.0      0.78876403
       1973000.0      0.78751534
       1973500.0      0.78626315
       1974000.0      0.78501298
       1974500.0      0.78376209
       1975000.0      0.78251045
       1975500.0      0.78125809
       1976000.0      0.78000776
       1976500.0      0.77875669
       1977000.0      0.77750212
       1977500.0      0.77625236
       1978000.0      0.77499910
       1978500.0      0.77374510
       1979000.0      0.77249315
       1979500.0      0.77124046
       1980000.0      0.76998704
       1980500.0      0.76863299
       1981000.0      0.76720321
       1981500.0      0.76577539
       1982000.0      0.76434397
       1982500.0      0.76291451
       1983000.0      0.76148423
       1983500.0      0.76005591
       1984000.0      0.75862677
       1984500.0      0.75719404
       1985000.0      0.75576327
       1985500.0      0.75433446
       1986000.0      0.75290206
       1986500.0      0.75147163
       1987000.0      0.75004037
       1987500.0      0.74860831
       1988000.0      0.74717821
       1988500.0      0.74574451
       1989000.0      0.74431278
       1989500.0      0.74288024
       1990000.0      0.74144689
       1990500.0      0.74040598
       1991000.0      0.73941747
       1991500.0      0.73842836
       1992000.0      0.73743866
       1992500.0      0.73645117
       1993000.0      0.73546308
       1993500.0      0.73447162
       1994000.0      0.73348515
       1994500.0      0.73249530
       1995000.0      0.73150486
       1995500.0      0.73051663
       1996000.0      0.72952502
       1996500.0      0.72853561
       1997000.0      0.72754562
       1997500.0      0.72655504
       1998000.0      0.72556388
       1998500.0      0.72457492
       1999000.0      0.72358258
       1999500.0      0.72259246
       2000000.0      0.72160455
       2000500.0      0.71966861
       2001000.0      0.71770918
       2001500.0      0.71574868
       2002000.0      0.71378992
       2002500.0      0.71183009
       2003000.0      0.70987200
       2003500.0      0.70791003
       2004000.0      0.70594981
       2004500.0      0.70398851
       2005000.0      0.70202897
       2005500.0      0.70006554
       2006000.0      0.69810386
       2006500.0      0.69614112
       2007000.0      0.69418012
       2007500.0      0.69221806
       2008000.0      0.69025494
       2008500.0      0.68829075
       2009000.0      0.68632550
       2009500.0      0.68436201
       2010000.0      0.68239744
       2010500.0      0.68029660
       2011000.0      0.67817772
       2011500.0      0.67606052
       2012000.0      0.67393937
       2012500.0      0.67181989
       2013000.0      0.66969928
       2013500.0      0.66757754
       2014000.0      0.66545748
       2014500.0      0.66333628
       2015000.0      0.66121395
       2015500.0      0.65909331
       2016000.0      0.65696871
       2016500.0      0.65484580
       2017000.0      0.65272459
       2017500.0      0.65059941
       2018000.0      0.64847593
       2018500.0      0.64635132
       2019000.0      0.64422840
       2019500.0      0.64210436
       2020000.0      0.63997918
       2020500.0      0.63833982
       2021000.0      0.63705639
       2021500.0      0.63577224
       2022000.0      0.63448738
       2022500.0      0.63320181
       2023000.0      0.63191835
       2023500.0      0.63063419
       2024000.0      0.62934648
       2024500.0      0.62806089
       2025000.0      0.62677743
       2025500.0      0.62549041
       2026000.0      0.62420553
       2026500.0      0.62291709
       2027000.0      0.62163079
       2027500.0      0.62034377
       2028000.0      0.61905889
       2028500.0      0.61777045
       2029000.0      0.61648130
       2029500.0      0.61519429
       2030000.0      0.61390657
       2030500.0      0.61257830
       2031000.0      0.61080821
       2031500.0      0.60903716
       2032000.0      0.60726802
       2032500.0      0.60549509
       2033000.0      0.60372406
       2033500.0      0.60195208
       2034000.0      0.60017916
       2034500.0      0.59840815
       2035000.0      0.59663619
       2035500.0      0.59486329
       2036000.0      0.59308945
       2036500.0      0.59131466
       2037000.0      0.58954179
       2037500.0      0.58776797
       2038000.0      0.58599321
       2038500.0      0.58422037
       2039000.0      0.58244373
       2039500.0      0.58066901
       2040000.0      0.57889334
       2040500.0      0.57711674
       2041000.0      0.57514758
       2041500.0      0.57278550
       2042000.0      0.57042791
       2042500.0      0.56806624
       2043000.0      0.56570620
       2043500.0      0.56334494
       2044000.0      0.56098532
       2044500.0      0.55862448
       2045000.0      0.55626242
       2045500.0      0.55389914
       2046000.0      0.55153750
       2046500.0      0.54917464
       2047000.0      0.54681056
       2047500.0      0.54444813
       2048000.0      0.54208448
       2048500.0      0.53971961
       2049000.0      0.53735640
       2049500.0      0.53499196
       2050000.0      0.53262631
       2050500.0      0.53025944
       2051000.0      0.52789423
       2051500.0      0.52584113
       2052000.0      0.52424125
       2052500.0      0.52264054
       2053000.0      0.52104185
       2053500.0      0.51943945
       2054000.0      0.51783909
       2054500.0      0.51623501
       2055000.0      0.51463296
       2055500.0      0.51303008
       2056000.0      0.51142635
       2056500.0      0.50981890
       2057000.0      0.50821349
       2057500.0      0.50661012
       2058000.0      0.50500303
       2058500.0      0.50339510
       2059000.0      0.50178633
       2059500.0      0.50017960
       2060000.0      0.49856915
       2060500.0      0.49696075
       2061000.0      0.49535150
       2061500.0      0.49374142
       2062000.0      0.49207560
       2062500.0      0.49028464
       2063000.0      0.48849565
       2063500.0      0.48670284
       2064000.0      0.48490911
       2064500.0      0.48311735
       2065000.0      0.48132465
       2065500.0      0.47952814
       2066000.0      0.47773360
       2066500.0      0.47593814
       2067000.0      0.47414174
       2067500.0      0.47234443
       2068000.0      0.47054619
       2068500.0      0.46874992
       2069000.0      0.46694983
       2069500.0      0.46515172
       2070000.0      0.46334978
       2070500.0      0.46154982
       2071000.0      0.45974893
       2071500.0      0.45794712
       2072000.0      0.45614439
       2072500.0      0.45434074
       2073000.0      0.45191165
       2073500.0      0.44941451
       2074000.0      0.44691612
       2074500.0      0.44441938
       2075000.0      0.44191847
       2075500.0      0.43941922
       2076000.0      0.43691871
       2076500.0      0.43441694
       2077000.0      0.43191392
       2077500.0      0.42941256
       2078000.0      0.42690702
       2078500.0      0.42440315
       2079000.0      0.42189511
       2079500.0      0.41938873
       2080000.0      0.41688109
       2080500.0      0.41437220
       2081000.0      0.41186205
       2081500.0      0.40935357
       2082000.0      0.40684092
       2082500.0      0.40432993
       2083000.0      0.40181477
       2083500.0      0.39962533
       2084000.0      0.39800129
       2084500.0      0.39637643
       2085000.0      0.39475074
       2085500.0      0.39312422
       2086000.0      0.39149981
       2086500.0      0.38987164
       2087000.0      0.38824558
       2087500.0      0.38661576
       2088000.0      0.38498805
       2088500.0      0.38335951
       2089000.0      0.38172722
       2089500.0      0.38009704
       2090000.0      0.37846603
       2090500.0      0.37683419
       2091000.0      0.37520446
       2091500.0      0.37357098
       2092000.0      0.37193668
       2092500.0      0.37030448
       2093000.0      0.36866853
       2093500.0      0.36703469
       2094000.0      0.36540002
       2094500.0      0.36389073
       2095000.0      0.36249810
       2095500.0      0.36110770
       2096000.0      0.35971365
       2096500.0      0.35831890
       2097000.0      0.35692639
       2097500.0      0.35553316
       2098000.0      0.35413630
       2098500.0      0.35274166
       2099000.0      0.35134633
       2099500.0      0.34995028
       2100000.0      0.34855354
       2100500.0      0.34715608
       2101000.0      0.34575793
       2101500.0      0.34435907
       2102000.0      0.34296244
       2102500.0      0.34156217
       2103000.0      0.34016120
       2103500.0      0.33876246
       2104000.0      0.33736303
       2104500.0      0.33595994
       2105000.0      0.33455910
       2105500.0      0.33312805
       2106000.0      0.33172284
       2106500.0      0.33031397
       2107000.0      0.32890735
       2107500.0      0.32749708
       2108000.0      0.32608609
       2108500.0      0.32467440
       2109000.0      0.32326201
       2109500.0      0.32184891
       2110000.0      0.32043510
       2110500.0      0.31902059
       2111000.0      0.31760537
       2111500.0      0.31618648
       2112000.0      0.31476985
       2112500.0      0.31334955
       2113000.0      0.31192854
       2113500.0      0.31050979
       2114000.0      0.30908737
       2114500.0      0.30766424
       2115000.0      0.30624040
       2115500.0      0.30481586
       2116000.0      0.30338764
       2116500.0      0.30199430
       2117000.0      0.30073969
       2117500.0      0.29948148
       2118000.0      0.29822562
       2118500.0      0.29696616
       2119000.0      0.29570726
       2119500.0      0.29444684
       2120000.0      0.29318579
       2120500.0      0.29192382
       2121000.0      0.29066093
       2121500.0      0.28939710
       2122000.0      0.28813266
       2122500.0      0.28686728
       2123000.0      0.28560098
       2123500.0      0.28433375
       2124000.0      0.28306560
       2124500.0      0.28179682
       2125000.0      0.28052711
       2125500.0      0.27925648
       2126000.0      0.27798492
       2126500.0      0.27671273
       2127000.0      0.27543961
       2127500.0      0.27416527
       2128000.0      0.27289090
       2128500.0      0.27161589
       2129000.0      0.27033996
       2129500.0      0.26906310
       2130000.0      0.26778562
       2130500.0      0.26650690
       2131000.0      0.26522756
       2131500.0      0.26394728
       2132000.0      0.26266638
       2132500.0      0.26138425
       2133000.0      0.26010149
       2133500.0      0.25881780
       2134000.0      0.25753318
       2134500.0      0.25624793
       2135000.0      0.25496146
       2135500.0      0.25367435
       2136000.0      0.25238631
       2136500.0      0.25109734
       2137000.0      0.24980774
       2137500.0      0.24851691
       2138000.0      0.24722545
       2138500.0      0.24593306
       2139000.0      0.24464003
       2139500.0      0.24331640
       2140000.0      0.24198942
       2140500.0      0.24066150
       2141000.0      0.23933263
       2141500.0      0.23800311
       2142000.0      0.23667235
       2142500.0      0.23534093
       2143000.0      0.23400858
       2143500.0      0.23267557
       2144000.0      0.23134131
       2144500.0      0.23000641
       2145000.0      0.22867056
       2145500.0      0.22733376
       2146000.0      0.22599601
       2146500.0      0.22465762
       2147000.0      0.22331797
       2147500.0      0.22197768
       2148000.0      0.22063643
       2148500.0      0.21929454
       2149000.0      0.21795140
       2149500.0      0.21660761
       2150000.0      0.21526287
       2150500.0      0.21391718
       2151000.0      0.21287223
       2151500.0      0.21184728
       2152000.0      0.21082153
       2152500.0      0.20979498
       2153000.0      0.20876762
       2153500.0      0.20773977
       2154000.0      0.20671111
       2154500.0      0.20568196
       2155000.0      0.20465200
       2155500.0      0.20362124
       2156000.0      0.20258998
       2156500.0      0.20155791
       2157000.0      0.20052535
       2157500.0      0.19949199
       2158000.0      0.19845782
       2158500.0      0.19742284
       2159000.0      0.19638737
       2159500.0      0.19535140
       2160000.0      0.19431462
       2160500.0      0.19327704
       2161000.0      0.19223866
       2161500.0      0.19119977
       2162000.0      0.19016008
       2162500.0      0.18920685
       2163000.0      0.18830136
       2163500.0      0.18739542
       2164000.0      0.18648934
       2164500.0      0.18558283
       2165000.0      0.18467619
       2165500.0      0.18376910
       2166000.0      0.18286158
       2166500.0      0.18195392
       2167000.0      0.18104582
       2167500.0      0.18013728
       2168000.0      0.17922861
       2168500.0      0.17831981
       2169000.0      0.17741026
       2169500.0      0.17650058
       2170000.0      0.17559076
       2170500.0      0.17468051
       2171000.0      0.17376981
       2171500.0      0.17285869
       2172000.0      0.17194742
       2172500.0      0.17103602
       2173000.0      0.17012419
       2173500.0      0.16921192
       2174000.0      0.16830134
       2174500.0      0.16739947
       2175000.0      0.16649716
       2175500.0      0.16559473
       2176000.0      0.16469216
       2176500.0      0.16378886
       2177000.0      0.16288544
       2177500.0      0.16198188
       2178000.0      0.16107759
       2178500.0      0.16017348
       2179000.0      0.15926863
       2179500.0      0.15836366
       2180000.0      0.15745855
       2180500.0      0.15655271
       2181000.0      0.15564674
       2181500.0      0.15474065
       2182000.0      0.15383413
       2182500.0      0.15292717
       2183000.0      0.15202009
       2183500.0      0.15111257
       2184000.0      0.15020463
       2184500.0      0.14929656
       2185000.0      0.14838806
       2185500.0      0.14747943
       2186000.0      0.14664449
       2186500.0      0.14590353
       2187000.0      0.14516251
       2187500.0      0.14442083
       2188000.0      0.14367911
       2188500.0      0.14293703
       2189000.0      0.14219491
       2189500.0      0.14145212
       2190000.0      0.14070959
       2190500.0      0.13996640
       2191000.0      0.13922317
       2191500.0      0.13847958
       2192000.0      0.13773564
       2192500.0      0.13699165
       2193000.0      0.13624731
       2193500.0      0.13550261
       2194000.0      0.13475787
       2194500.0      0.13401277
       2195000.0      0.13326733
       2195500.0      0.13252183
       2196000.0      0.13177598
       2196500.0      0.13102978
       2197000.0      0.13028322
       2197500.0      0.12953662
       2198000.0      0.12882509
       2198500.0      0.12816404
       2199000.0      0.12750269
       2199500.0      0.12684101
       2200000.0      0.12617903
       2200500.0      0.12551673
       2201000.0      0.12485442
       2201500.0      0.12419211
       2202000.0      0.12352918
       2202500.0      0.12286624
       2203000.0      0.12220299
       2203500.0      0.12153942
       2204000.0      0.12087554
       2204500.0      0.12021166
       2205000.0      0.11954746
       2205500.0      0.11888325
       2206000.0      0.11821843
       2206500.0      0.11755360
       2207000.0      0.11688877
       2207500.0      0.11622331
       2208000.0      0.11555785
       2208500.0      0.11489207
       2209000.0      0.11422599
       2209500.0      0.11355990
       2210000.0      0.11290092
       2210500.0      0.11228996
       2211000.0      0.11167902
       2211500.0      0.11106748
       2212000.0      0.11045627
       2212500.0      0.10984447
       2213000.0      0.10923237
       2213500.0      0.10862030
       2214000.0      0.10800795
       2214500.0      0.10739561
       2215000.0      0.10678268
       2215500.0      0.10616977
       2216000.0      0.10555657
       2216500.0      0.10494308
       2217000.0      0.10432962
       2217500.0      0.10371587
       2218000.0      0.10310183
       2218500.0      0.10248751
       2219000.0      0.10187321
       2219500.0      0.10125862
       2220000.0      0.10064375
       2220500.0      0.10002858
       2221000.0     0.099413444
       2221500.0     0.098798018
       2222000.0     0.098182305
       2222500.0     0.097658796
       2223000.0     0.097216028
       2223500.0     0.096773362
       2224000.0     0.096330488
       2224500.0     0.095887716
       2225000.0     0.095444736
       2225500.0     0.095001858
       2226000.0     0.094558460
       2226500.0     0.094115477
       2227000.0     0.093672286
       2227500.0     0.093228886
       2228000.0     0.092785590
       2228500.0     0.092342085
       2229000.0     0.091898685
       2229500.0     0.091455076
       2230000.0     0.091011571
       2230500.0     0.090567859
       2231000.0     0.090124251
       2231500.0     0.089680435
       2232000.0     0.089236411
       2232500.0     0.088792492
       2233000.0     0.088348365
       2233500.0     0.087904343
       2234000.0     0.087460427
       2234500.0     0.087015990
       2235000.0     0.086624271
       2235500.0     0.086251475
       2236000.0     0.085878504
       2236500.0     0.085505671
       2237000.0     0.085132663
       2237500.0     0.084759793
       2238000.0     0.084386434
       2238500.0     0.084013527
       2239000.0     0.083640131
       2239500.0     0.083267188
       2240000.0     0.082893756
       2240500.0     0.082520463
       2241000.0     0.082146996
       2241500.0     0.081773667
       2242000.0     0.081400164
       2242500.0     0.081026486
       2243000.0     0.080652947
       2243500.0     0.080279234
       2244000.0     0.079905661
       2244500.0     0.079531913
       2245000.0     0.079157991
       2245500.0     0.078784209
       2246000.0     0.078410253
       2246500.0     0.078036122
       2247000.0     0.077662132
       2247500.0     0.077262774
       2248000.0     0.076846852
       2248500.0     0.076430736
       2249000.0     0.076014743
       2249500.0     0.075598558
       2250000.0     0.075182495
       2250500.0     0.074766240
       2251000.0     0.074349793
       2251500.0     0.073933469
       2252000.0     0.073517268
       2252500.0     0.073100559
       2253000.0     0.072684289
       2253500.0     0.072267512
       2254000.0     0.071850859
       2254500.0     0.071434329
       2255000.0     0.071017607
       2255500.0     0.070600694
       2256000.0     0.070183905
       2256500.0     0.069766924
       2257000.0     0.069350068
       2257500.0     0.068933021
       2258000.0     0.068515781
       2258500.0     0.068098667
       2259000.0     0.067681678
       2259500.0     0.067264497
       2260000.0     0.066864859
       2260500.0     0.066523952
       2261000.0     0.066182887
       2261500.0     0.065841981
       2262000.0     0.065500919
       2262500.0     0.065159699
       2263000.0     0.064818322
       2263500.0     0.064477105
       2264000.0     0.064135730
       2264500.0     0.063794516
       2265000.0     0.063453146
       2265500.0     0.063111618
       2266000.0     0.062769933
       2266500.0     0.062428409
       2267000.0     0.062087045
       2267500.0     0.061745208
       2268000.0     0.061403531
       2268500.0     0.061062016
       2269000.0     0.060720026
       2269500.0     0.060378197
       2270000.0     0.060036530
       2270500.0     0.059694707
       2271000.0     0.059352727
       2271500.0     0.059010591
       2272000.0     0.058668617
       2272500.0     0.058326487
       2273000.0     0.058038344
       2273500.0     0.057791800
       2274000.0     0.057545143
       2274500.0     0.057298371
       2275000.0     0.057051805
       2275500.0     0.056805124
       2276000.0     0.056558329
       2276500.0     0.056311740
       2277000.0     0.056064717
       2277500.0     0.055817900
       2278000.0     0.055570969
       2278500.0     0.055324243
       2279000.0     0.055077404
       2279500.0     0.054830451
       2280000.0     0.054583385
       2280500.0     0.054336205
       2281000.0     0.054089231
       2281500.0     0.053842143
       2282000.0     0.053594942
       2282500.0     0.053347947
       2283000.0     0.053100519
       2283500.0     0.052853298
       2284000.0     0.052606283
       2284500.0     0.052358835
       2285000.0     0.052111593
       2285500.0     0.051864239
       2286000.0     0.051608443
       2286500.0     0.051349006
       2287000.0     0.051089450
       2287500.0     0.050830097
       2288000.0     0.050570625
       2288500.0     0.050311035
       2289000.0     0.050051648
       2289500.0     0.049792143
       2290000.0     0.049532519
       2290500.0     0.049273098
       2291000.0     0.049013559
       2291500.0     0.048754224
       2292000.0     0.048494770
       2292500.0     0.048235199
       2293000.0     0.047975831
       2293500.0     0.047716024
       2294000.0     0.047456742
       2294500.0     0.047197021
       2295000.0     0.046937504
       2295500.0     0.046678191
       2296000.0     0.046418760
       2296500.0     0.046159212
       2297000.0     0.045899547
       2297500.0     0.045640086
       2298000.0     0.045380508
       2298500.0     0.045121134
       2299000.0     0.044865510
       2299500.0     0.044620080
       2300000.0     0.044374862
       2300500.0     0.044129532
       2301000.0     0.043884415
       2301500.0     0.043639186
       2302000.0     0.043393847
       2302500.0     0.043148398
       2303000.0     0.042903160
       2303500.0     0.042657812
       2304000.0     0.042412676
       2304500.0     0.042167429
       2305000.0     0.041922072
       2305500.0     0.041676928
       2306000.0     0.041431674
       2306500.0     0.041186309
       2307000.0     0.040940834
       2307500.0     0.040695572
       2308000.0     0.040450523
       2308500.0     0.040205041
       2309000.0     0.039959772
       2309500.0     0.039714394
       2310000.0     0.039469229
       2310500.0     0.039223954
       2311000.0     0.038978569
       2311500.0     0.038733398
       2312000.0     0.038488118
       2312500.0     0.038290684
       2313000.0     0.038113255
       2313500.0     0.037935421
       2314000.0     0.037757832
       2314500.0     0.037580162
       2315000.0     0.037402411
       2315500.0     0.037224905
       2316000.0     0.037047319
       2316500.0     0.036869653
       2317000.0     0.036691906
       2317500.0     0.036514080
       2318000.0     0.036336498
       2318500.0     0.036158836
       2319000.0     0.035981094
       2319500.0     0.035803597
       2320000.0     0.035626020
       2320500.0     0.035448363
       2321000.0     0.035270626
       2321500.0     0.035092810
       2322000.0     0.034915239
       2322500.0     0.034737588
       2323000.0     0.034559858
       2323500.0     0.034382373
       2324000.0     0.034204483
       2324500.0     0.034026839
       2325000.0     0.033849116
       2325500.0     0.033671639
       2326000.0     0.033515267
       2326500.0     0.033363063
       2327000.0     0.033210790
       2327500.0     0.033058775
       2328000.0     0.032906365
       2328500.0     0.032754213
       2329000.0     0.032601992
       2329500.0     0.032449703
       2330000.0     0.032297346
       2330500.0     0.032145247
       2331000.0     0.031992753
       2331500.0     0.031840518
       2332000.0     0.031688214
       2332500.0     0.031536169
       2333000.0     0.031383728
       2333500.0     0.031231547
       2334000.0     0.031079297
       2334500.0     0.030926979
       2335000.0     0.030774921
       2335500.0     0.030622467
       2336000.0     0.030470272
       2336500.0     0.030318010
       2337000.0     0.030165679
       2337500.0     0.030013608
       2338000.0     0.029861470
       2338500.0     0.029708935
       2339000.0     0.029556661
       2339500.0     0.029421365
       2340000.0     0.029295517
       2340500.0     0.029169612
       2341000.0     0.029043979
       2341500.0     0.028918290
       2342000.0     0.028792216
       2342500.0     0.028666414
       2343000.0     0.028540884
       2343500.0     0.028414969
       2344000.0     0.028289326
       2344500.0     0.028163299
       2345000.0     0.028037544
       2345500.0     0.027911733
       2346000.0     0.027786194
       2346500.0     0.027660271
       2347000.0     0.027534620
       2347500.0     0.027408913
       2348000.0     0.027283150
       2348500.0     0.027157331
       2349000.0     0.027031456
       2349500.0     0.026905854
       2350000.0     0.026779867
       2350500.0     0.026654154
       2351000.0     0.026528384
       2351500.0     0.026402558
       2352000.0     0.026277007
       2352500.0     0.026151069
       2353000.0     0.026028043
       2353500.0     0.025921122
       2354000.0     0.025814152
       2354500.0     0.025707135
       2355000.0     0.025600070
       2355500.0     0.025493287
       2356000.0     0.025386127
       2356500.0     0.025279249
       2357000.0     0.025172653
       2357500.0     0.025065680
       2358000.0     0.024958989
       2358500.0     0.024852251
       2359000.0     0.024745797
       2359500.0     0.024638963
       2360000.0     0.024532414
       2360500.0     0.024425817
       2361000.0     0.024319172
       2361500.0     0.024212811
       2362000.0     0.024106072
       2362500.0     0.023999616
       2363000.0     0.023893445
       2363500.0     0.023786895
       2364000.0     0.023680629
       2364500.0     0.023574316
       2365000.0     0.023467956
       2365500.0     0.023361881
       2366000.0     0.023255427
       2366500.0     0.023149257
       2367000.0     0.023046026
       2367500.0     0.022951042
       2368000.0     0.022856016
       2368500.0     0.022761279
       2369000.0     0.022666169
       2369500.0     0.022571348
       2370000.0     0.022476486
       2370500.0     0.022381581
       2371000.0     0.022286635
       2371500.0     0.022191979
       2372000.0     0.022097280
       2372500.0     0.022002540
       2373000.0     0.021907758
       2373500.0     0.021813267
       2374000.0     0.021718734
       2374500.0     0.021623826
       2375000.0     0.021529542
       2375500.0     0.021434884
       2376000.0     0.021340517
       2376500.0     0.021245775
       2377000.0     0.021151325
       2377500.0     0.021057166
       2378000.0     0.020962632
       2378500.0     0.020868390
       2379000.0     0.020774107
       2379500.0     0.020679782
       2380000.0     0.020585415
       2380500.0     0.020491341
       2381000.0     0.020397559
       2381500.0     0.020308407
       2382000.0     0.020219217
       2382500.0     0.020130320
       2383000.0     0.020041385
       2383500.0     0.019952411
       2384000.0     0.019863398
       2384500.0     0.019774345
       2385000.0     0.019685253
       2385500.0     0.019596457
       2386000.0     0.019507622
       2386500.0     0.019418747
       2387000.0     0.019330169
       2387500.0     0.019241216
       2388000.0     0.019152560
       2388500.0     0.019063865
       2389000.0     0.018975130
       2389500.0     0.018886357
       2390000.0     0.018797881
       2390500.0     0.018709365
       2391000.0     0.018620811
       2391500.0     0.018532218
       2392000.0     0.018443586
       2392500.0     0.018355251
       2393000.0     0.018266878
       2393500.0     0.018178466
       2394000.0     0.018090015
       2394500.0     0.018001526
       2395000.0     0.017913334
       2395500.0     0.017840544
       2396000.0     0.017778800
       2396500.0     0.017717030
       2397000.0     0.017654896
       2397500.0     0.017593071
       2398000.0     0.017531219
       2398500.0     0.017469675
       2399000.0     0.017407768
       2399500.0     0.017345833
       2400000.0     0.017284208
       2400500.0     0.017222555
       2401000.0     0.017160875
       2401500.0     0.017099168
       2402000.0     0.017037434
       2402500.0     0.016975673
       2403000.0     0.016914221
       2403500.0     0.016852405
       2404000.0     0.016790899
       2404500.0     0.016729366
       2405000.0     0.016667806
       2405500.0     0.016606219
       2406000.0     0.016544942
       2406500.0     0.016483301
       2407000.0     0.016421970
       2407500.0     0.016360275
       2408000.0     0.016298890
       2408500.0     0.016237478
       2409000.0     0.016176040
       2409500.0     0.016114912
       2410000.0     0.016052406
       2410500.0     0.015989874
       2411000.0     0.015927314
       2411500.0     0.015864726
       2412000.0     0.015802111
       2412500.0     0.015739469
       2413000.0     0.015677138
       2413500.0     0.015614442
       2414000.0     0.015552056
       2414500.0     0.015489643
       2415000.0     0.015427203
       2415500.0     0.015364736
       2416000.0     0.015302241
       2416500.0     0.015240058
       2417000.0     0.015177510
       2417500.0     0.015115273
       2418000.0     0.015053008
       2418500.0     0.014990717
       2419000.0     0.014928399
       2419500.0     0.014866393
       2420000.0     0.014804020
       2420500.0     0.014741960
       2421000.0     0.014679534
       2421500.0     0.014617420
       2422000.0     0.014555279
       2422500.0     0.014493450
       2423000.0     0.014431256
       2423500.0     0.014369034
       2424000.0     0.014307125
       2424500.0     0.014238055
       2425000.0     0.014163859
       2425500.0     0.014089291
       2426000.0     0.014015031
       2426500.0     0.013940739
       2427000.0     0.013866756
       2427500.0     0.013792400
       2428000.0     0.013718353
       2428500.0     0.013644275
       2429000.0     0.013570164
       2429500.0     0.013496022
       2430000.0     0.013422189
       2430500.0     0.013348325
       2431000.0     0.013274428
       2431500.0     0.013200501
       2432000.0     0.013126542
       2432500.0     0.013052892
       2433000.0     0.012979210
       2433500.0     0.012905498
       2434000.0     0.012831753
       2434500.0     0.012757978
       2435000.0     0.012684512
       2435500.0     0.012610674
       2436000.0     0.012537146
       2436500.0     0.012463928
       2437000.0     0.012390337
       2437500.0     0.012317057
       2438000.0     0.012243404
       2438500.0     0.012170061
       2439000.0     0.012096687
       2439500.0     0.012056781
       2440000.0     0.012017541
       2440500.0     0.011977942
       2441000.0     0.011938668
       2441500.0     0.011899377
       2442000.0     0.011860069
       2442500.0     0.011820744
       2443000.0     0.011781401
       2443500.0     0.011742042
       2444000.0     0.011703008
       2444500.0     0.011663614
       2445000.0     0.011624546
       2445500.0     0.011585118
       2446000.0     0.011546016
       2446500.0     0.011506897
       2447000.0     0.011467761
       2447500.0     0.011428608
       2448000.0     0.011389438
       2448500.0     0.011350594
       2449000.0     0.011311390
       2449500.0     0.011272513
       2450000.0     0.011233275
       2450500.0     0.011194364
       2451000.0     0.011155436
       2451500.0     0.011116491
       2452000.0     0.011077529
       2452500.0     0.011038551
       2453000.0     0.010999556
       2453500.0     0.010960543
       2454000.0     0.010921858
       2454500.0     0.010887284
       2455000.0     0.010853038
       2455500.0     0.010818434
       2456000.0     0.010784158
