# Filter database
# 
# new filters denoted by a leading '>', with the format
#     	      '> [filter_name] [exponent scale] [source]'
# exponent scale denotes units; for example:
# 	   -10 = Anstroms
#	   -9 = Nanometers
#	   -6 = Microns
# any integer (or float) number will cause wavelength to be scaled to 10^[exponent scale]
# source is where the filter information was taken from, put something (or null for no information)

> PACS_100 -10 Null
#       lam (ang)   response
       1146000.0    0.0024211897
       1146500.0    0.0024792760
       1147000.0    0.0025446444
       1147500.0    0.0026102296
       1148000.0    0.0026757101
       1148500.0    0.0027414076
       1149000.0    0.0028071612
       1149500.0    0.0028742596
       1150000.0    0.0029502779
       1150500.0    0.0030262001
       1151000.0    0.0031023483
       1151500.0    0.0031787230
       1152000.0    0.0032550013
       1152500.0    0.0033315062
       1153000.0    0.0033935360
       1153500.0    0.0034422031
       1154000.0    0.0034909112
       1154500.0    0.0035396602
       1155000.0    0.0035884501
       1155500.0    0.0036372809
       1156000.0    0.0036863146
       1156500.0    0.0037243700
       1157000.0    0.0037606737
       1157500.0    0.0037971695
       1158000.0    0.0038335332
       1158500.0    0.0038700892
       1159000.0    0.0039065129
       1159500.0    0.0039493029
       1160000.0    0.0040191099
       1160500.0    0.0040889756
       1161000.0    0.0041590627
       1161500.0    0.0042292087
       1162000.0    0.0042994135
       1162500.0    0.0043696771
       1163000.0    0.0044507550
       1163500.0    0.0045467366
       1164000.0    0.0046427991
       1164500.0    0.0047391056
       1165000.0    0.0048354931
       1165500.0    0.0049319616
       1166000.0    0.0050286745
       1166500.0    0.0051498225
       1167000.0    0.0052843177
       1167500.0    0.0054190899
       1168000.0    0.0055538119
       1168500.0    0.0056889747
       1169000.0    0.0058240873
       1169500.0    0.0059596412
       1170000.0    0.0061177687
       1170500.0    0.0062806215
       1171000.0    0.0064436111
       1171500.0    0.0066069018
       1172000.0    0.0067704938
       1172500.0    0.0069342230
       1173000.0    0.0070982537
       1173500.0    0.0072379215
       1174000.0    0.0073772122
       1174500.0    0.0075167835
       1175000.0    0.0076564710
       1175500.0    0.0077964394
       1176000.0    0.0079365240
       1176500.0    0.0080782086
       1177000.0    0.0082421103
       1177500.0    0.0084063133
       1178000.0    0.0085706527
       1178500.0    0.0087351287
       1179000.0    0.0088999063
       1179500.0    0.0090649858
       1180000.0    0.0092399572
       1180500.0    0.0094752835
       1181000.0    0.0097108059
       1181500.0    0.0099466898
       1182000.0     0.010182936
       1182500.0     0.010419378
       1183000.0     0.010656182
       1183500.0     0.010898157
       1184000.0     0.011174177
       1184500.0     0.011450759
       1185000.0     0.011727570
       1185500.0     0.012004776
       1186000.0     0.012282212
       1186500.0     0.012560045
       1187000.0     0.012842930
       1187500.0     0.013163487
       1188000.0     0.013484477
       1188500.0     0.013805898
       1189000.0     0.014127752
       1189500.0     0.014449871
       1190000.0     0.014772423
       1190500.0     0.015098577
       1191000.0     0.015490585
       1191500.0     0.015883084
       1192000.0     0.016276074
       1192500.0     0.016669388
       1193000.0     0.017063360
       1193500.0     0.017457657
       1194000.0     0.017852612
       1194500.0     0.018237515
       1195000.0     0.018622400
       1195500.0     0.019007600
       1196000.0     0.019393115
       1196500.0     0.019778779
       1197000.0     0.020164758
       1197500.0     0.020551221
       1198000.0     0.020976775
       1198500.0     0.021411579
       1199000.0     0.021846570
       1199500.0     0.022281916
       1200000.0     0.022717617
       1200500.0     0.023153674
       1201000.0     0.023589918
       1201500.0     0.024119280
       1202000.0     0.024709539
       1202500.0     0.025300281
       1203000.0     0.025891337
       1203500.0     0.026482876
       1204000.0     0.027075066
       1204500.0     0.027667401
       1205000.0     0.028282675
       1205500.0     0.028941354
       1206000.0     0.029600570
       1206500.0     0.030260322
       1207000.0     0.030920611
       1207500.0     0.031581268
       1208000.0     0.032242461
       1208500.0     0.032907916
       1209000.0     0.033618973
       1209500.0     0.034330436
       1210000.0     0.035042477
       1210500.0     0.035755094
       1211000.0     0.036468119
       1211500.0     0.037181720
       1212000.0     0.037895897
       1212500.0     0.038711230
       1213000.0     0.039559515
       1213500.0     0.040408146
       1214000.0     0.041257294
       1214500.0     0.042106786
       1215000.0     0.042956794
       1215500.0     0.043807147
       1216000.0     0.044692602
       1216500.0     0.045630249
       1217000.0     0.046568481
       1217500.0     0.047507127
       1218000.0     0.048446358
       1218500.0     0.049385832
       1219000.0     0.050325718
       1219500.0     0.051265847
       1220000.0     0.052330666
       1220500.0     0.053397024
       1221000.0     0.054464067
       1221500.0     0.055531453
       1222000.0     0.056599352
       1222500.0     0.057667764
       1223000.0     0.058736688
       1223500.0     0.059940702
       1224000.0     0.061266936
       1224500.0     0.062593890
       1225000.0     0.063921221
       1225500.0     0.065249443
       1226000.0     0.066578040
       1226500.0     0.067907355
       1227000.0     0.069238764
       1227500.0     0.070719669
       1228000.0     0.072200897
       1228500.0     0.073682619
       1229000.0     0.075165007
       1229500.0     0.076648232
       1230000.0     0.078131950
       1230500.0     0.079616503
       1231000.0     0.081128972
       1231500.0     0.082664387
       1232000.0     0.084200157
       1232500.0     0.085736112
       1233000.0     0.087272421
       1233500.0     0.088809083
       1234000.0     0.090345926
       1234500.0     0.091883119
       1235000.0     0.093732842
       1235500.0     0.095642374
       1236000.0     0.097552381
       1236500.0     0.099462863
       1237000.0      0.10137347
       1237500.0      0.10328455
       1238000.0      0.10519593
       1238500.0      0.10718760
       1239000.0      0.10945012
       1239500.0      0.11171303
       1240000.0      0.11397652
       1240500.0      0.11624024
       1241000.0      0.11850435
       1241500.0      0.12076903
       1242000.0      0.12303393
       1242500.0      0.12530740
       1243000.0      0.12758894
       1243500.0      0.12987087
       1244000.0      0.13215321
       1244500.0      0.13443594
       1245000.0      0.13671907
       1245500.0      0.13900259
       1246000.0      0.14128650
       1246500.0      0.14382215
       1247000.0      0.14643963
       1247500.0      0.14905741
       1248000.0      0.15167568
       1248500.0      0.15429442
       1249000.0      0.15691363
       1249500.0      0.15953314
       1250000.0      0.16215224
       1250500.0      0.16523212
       1251000.0      0.16831300
       1251500.0      0.17139314
       1252000.0      0.17447235
       1252500.0      0.17755028
       1253000.0      0.18062868
       1253500.0      0.18370597
       1254000.0      0.18677511
       1254500.0      0.18981676
       1255000.0      0.19285550
       1255500.0      0.19589660
       1256000.0      0.19893479
       1256500.0      0.20197180
       1257000.0      0.20500941
       1257500.0      0.20804585
       1258000.0      0.21119745
       1258500.0      0.21466185
       1259000.0      0.21812541
       1259500.0      0.22158813
       1260000.0      0.22504999
       1260500.0      0.22850923
       1261000.0      0.23196938
       1261500.0      0.23542690
       1262000.0      0.23909751
       1262500.0      0.24314069
       1263000.0      0.24718345
       1263500.0      0.25122403
       1264000.0      0.25526418
       1264500.0      0.25930391
       1265000.0      0.26334143
       1265500.0      0.26737675
       1266000.0      0.27131938
       1266500.0      0.27509113
       1267000.0      0.27886222
       1267500.0      0.28263087
       1268000.0      0.28639886
       1268500.0      0.29016618
       1269000.0      0.29393104
       1269500.0      0.29769700
       1270000.0      0.30154236
       1270500.0      0.30554553
       1271000.0      0.30954997
       1271500.0      0.31355213
       1272000.0      0.31755200
       1272500.0      0.32155134
       1273000.0      0.32555016
       1273500.0      0.32954846
       1274000.0      0.33375508
       1274500.0      0.33864888
       1275000.0      0.34353927
       1275500.0      0.34842981
       1276000.0      0.35332051
       1276500.0      0.35820778
       1277000.0      0.36309340
       1277500.0      0.36797916
       1278000.0      0.37282386
       1278500.0      0.37720647
       1279000.0      0.38158702
       1279500.0      0.38596549
       1280000.0      0.39034189
       1280500.0      0.39471980
       1281000.0      0.39909383
       1281500.0      0.40346756
       1282000.0      0.40783919
       1282500.0      0.41205058
       1283000.0      0.41624356
       1283500.0      0.42043608
       1284000.0      0.42462815
       1284500.0      0.42881795
       1285000.0      0.43300728
       1285500.0      0.43719434
       1286000.0      0.44138092
       1286500.0      0.44621598
       1287000.0      0.45139008
       1287500.0      0.45656265
       1288000.0      0.46173369
       1288500.0      0.46690319
       1289000.0      0.47207115
       1289500.0      0.47723756
       1290000.0      0.48240240
       1290500.0      0.48726371
       1291000.0      0.49149912
       1291500.0      0.49573223
       1292000.0      0.49996124
       1292500.0      0.50418794
       1293000.0      0.50841232
       1293500.0      0.51263438
       1294000.0      0.51685411
       1294500.0      0.52107151
       1295000.0      0.52456075
       1295500.0      0.52804345
       1296000.0      0.53152324
       1296500.0      0.53500010
       1297000.0      0.53847585
       1297500.0      0.54194867
       1298000.0      0.54542037
       1298500.0      0.54888912
       1299000.0      0.55296103
       1299500.0      0.55746382
       1300000.0      0.56196263
       1300500.0      0.56645926
       1301000.0      0.57095372
       1301500.0      0.57544416
       1302000.0      0.57993060
       1302500.0      0.58441483
       1303000.0      0.58880374
       1303500.0      0.59254015
       1304000.0      0.59627377
       1304500.0      0.60000460
       1305000.0      0.60373445
       1305500.0      0.60745967
       1306000.0      0.61118390
       1306500.0      0.61490349
       1307000.0      0.61862208
       1307500.0      0.62163799
       1308000.0      0.62421982
       1308500.0      0.62679978
       1309000.0      0.62937969
       1309500.0      0.63195589
       1310000.0      0.63453020
       1310500.0      0.63710262
       1311000.0      0.63967314
       1311500.0      0.64229138
       1312000.0      0.64575341
       1312500.0      0.64921421
       1313000.0      0.65267378
       1313500.0      0.65613028
       1314000.0      0.65958553
       1314500.0      0.66303954
       1315000.0      0.66649231
       1315500.0      0.66994382
       1316000.0      0.67303818
       1316500.0      0.67561081
       1317000.0      0.67818152
       1317500.0      0.68075213
       1318000.0      0.68332081
       1318500.0      0.68588754
       1319000.0      0.68845417
       1319500.0      0.69101886
       1320000.0      0.69358159
       1320500.0      0.69466214
       1321000.0      0.69524724
       1321500.0      0.69583074
       1322000.0      0.69641262
       1322500.0      0.69699474
       1323000.0      0.69757711
       1323500.0      0.69815786
       1324000.0      0.69873700
       1324500.0      0.69931637
       1325000.0      0.70038613
       1325500.0      0.70145835
       1326000.0      0.70252932
       1326500.0      0.70360089
       1327000.0      0.70466936
       1327500.0      0.70573844
       1328000.0      0.70680625
       1328500.0      0.70787281
       1329000.0      0.70890832
       1329500.0      0.70980841
       1330000.0      0.71070525
       1330500.0      0.71160257
       1331000.0      0.71249849
       1331500.0      0.71339489
       1332000.0      0.71428989
       1332500.0      0.71518349
       1333000.0      0.71607757
       1333500.0      0.71641904
       1334000.0      0.71577549
       1334500.0      0.71512939
       1335000.0      0.71448447
       1335500.0      0.71384075
       1336000.0      0.71319446
       1336500.0      0.71254937
       1337000.0      0.71190359
       1337500.0      0.71125901
       1338000.0      0.71086122
       1338500.0      0.71079677
       1339000.0      0.71073208
       1339500.0      0.71066714
       1340000.0      0.71060383
       1340500.0      0.71053840
       1341000.0      0.71047272
       1341500.0      0.71040868
       1342000.0      0.71034251
       1342500.0      0.71052440
       1343000.0      0.71104307
       1343500.0      0.71156381
       1344000.0      0.71208286
       1344500.0      0.71260210
       1345000.0      0.71312153
       1345500.0      0.71364115
       1346000.0      0.71415907
       1346500.0      0.71467718
       1347000.0      0.71475571
       1347500.0      0.71421669
       1348000.0      0.71367895
       1348500.0      0.71314063
       1349000.0      0.71260170
       1349500.0      0.71206218
       1350000.0      0.71152396
       1350500.0      0.71098514
       1351000.0      0.71044573
       1351500.0      0.71016327
       1352000.0      0.71045253
       1352500.0      0.71073990
       1353000.0      0.71102730
       1353500.0      0.71131282
       1354000.0      0.71160025
       1354500.0      0.71188770
       1355000.0      0.71217327
       1355500.0      0.71245886
       1356000.0      0.71298386
       1356500.0      0.71490040
       1357000.0      0.71681625
       1357500.0      0.71873332
       1358000.0      0.72065161
       1358500.0      0.72256921
       1359000.0      0.72448802
       1359500.0      0.72640615
       1360000.0      0.72832550
       1360500.0      0.73024415
       1361000.0      0.73130966
       1361500.0      0.73228610
       1362000.0      0.73326305
       1362500.0      0.73424053
       1363000.0      0.73521662
       1363500.0      0.73619322
       1364000.0      0.73717034
       1364500.0      0.73814798
       1365000.0      0.73912614
       1365500.0      0.74015265
       1366000.0      0.74121226
       1366500.0      0.74227244
       1367000.0      0.74333128
       1367500.0      0.74439070
       1368000.0      0.74545070
       1368500.0      0.74651127
       1369000.0      0.74757241
       1369500.0      0.74863222
       1370000.0      0.75014947
       1370500.0      0.75274302
       1371000.0      0.75533827
       1371500.0      0.75793137
       1372000.0      0.76052808
       1372500.0      0.76312263
       1373000.0      0.76571888
       1373500.0      0.76831488
       1374000.0      0.77091258
       1374500.0      0.77351003
       1375000.0      0.77510924
       1375500.0      0.77652631
       1376000.0      0.77794227
       1376500.0      0.77936099
       1377000.0      0.78077668
       1377500.0      0.78219511
       1378000.0      0.78361244
       1378500.0      0.78503060
       1379000.0      0.78644764
       1379500.0      0.78748858
       1380000.0      0.78825355
       1380500.0      0.78902080
       1381000.0      0.78978647
       1381500.0      0.79055249
       1382000.0      0.79132079
       1382500.0      0.79208750
       1383000.0      0.79285650
       1383500.0      0.79362584
       1384000.0      0.79439360
       1384500.0      0.79613556
       1385000.0      0.79806100
       1385500.0      0.79998956
       1386000.0      0.80191930
       1386500.0      0.80385023
       1387000.0      0.80578235
       1387500.0      0.80771759
       1388000.0      0.80965402
       1388500.0      0.81159163
       1389000.0      0.81326573
       1389500.0      0.81410169
       1390000.0      0.81493804
       1390500.0      0.81577478
       1391000.0      0.81661385
       1391500.0      0.81745137
       1392000.0      0.81828929
       1392500.0      0.81912759
       1393000.0      0.81996824
       1393500.0      0.82080732
       1394000.0      0.82113895
       1394500.0      0.82103486
       1395000.0      0.82092854
       1395500.0      0.82082192
       1396000.0      0.82071502
       1396500.0      0.82060784
       1397000.0      0.82049841
       1397500.0      0.82039064
       1398000.0      0.82028259
       1398500.0      0.82017230
       1399000.0      0.82134178
       1399500.0      0.82285701
       1400000.0      0.82437312
       1400500.0      0.82589011
       1401000.0      0.82740796
       1401500.0      0.82892865
       1402000.0      0.83045022
       1402500.0      0.83197266
       1403000.0      0.83349598
       1403500.0      0.83502214
       1404000.0      0.83579963
       1404500.0      0.83657157
       1405000.0      0.83734187
       1405500.0      0.83811448
       1406000.0      0.83888546
       1406500.0      0.83965677
       1407000.0      0.84043039
       1407500.0      0.84120237
       1408000.0      0.84197470
       1408500.0      0.84263881
       1409000.0      0.84214427
       1409500.0      0.84164917
       1410000.0      0.84115153
       1410500.0      0.84065530
       1411000.0      0.84015850
       1411500.0      0.83966115
       1412000.0      0.83916323
       1412500.0      0.83866474
       1413000.0      0.83816768
       1413500.0      0.83786613
       1414000.0      0.83882426
       1414500.0      0.83978485
       1415000.0      0.84074392
       1415500.0      0.84170544
       1416000.0      0.84266544
       1416500.0      0.84362592
       1417000.0      0.84458885
       1417500.0      0.84555026
       1418000.0      0.84651214
       1418500.0      0.84745859
       1419000.0      0.84831204
       1419500.0      0.84916787
       1420000.0      0.85002211
       1420500.0      0.85087474
       1421000.0      0.85172976
       1421500.0      0.85258517
       1422000.0      0.85344097
       1422500.0      0.85429716
       1423000.0      0.85515175
       1423500.0      0.85595885
       1424000.0      0.85541748
       1424500.0      0.85487752
       1425000.0      0.85433697
       1425500.0      0.85379582
       1426000.0      0.85325409
       1426500.0      0.85271377
       1427000.0      0.85217085
       1427500.0      0.85162735
       1428000.0      0.85108526
       1428500.0      0.85054058
       1429000.0      0.85098245
       1429500.0      0.85162072
       1430000.0      0.85226123
       1430500.0      0.85289997
       1431000.0      0.85353895
       1431500.0      0.85417818
       1432000.0      0.85481764
       1432500.0      0.85545533
       1433000.0      0.85609526
       1433500.0      0.85673543
       1434000.0      0.85754061
       1434500.0      0.85843860
       1435000.0      0.85933701
       1435500.0      0.86023583
       1436000.0      0.86113507
       1436500.0      0.86203272
       1437000.0      0.86293280
       1437500.0      0.86383329
       1438000.0      0.86473219
       1438500.0      0.86563150
       1439000.0      0.86612192
       1439500.0      0.86560798
       1440000.0      0.86509348
       1440500.0      0.86457842
       1441000.0      0.86406279
       1441500.0      0.86354861
       1442000.0      0.86303184
       1442500.0      0.86251653
       1443000.0      0.86200066
       1443500.0      0.86148220
       1444000.0      0.86096520
       1444500.0      0.86129772
       1445000.0      0.86168089
       1445500.0      0.86206412
       1446000.0      0.86244741
       1446500.0      0.86283075
       1447000.0      0.86321213
       1447500.0      0.86359559
       1448000.0      0.86397911
       1448500.0      0.86436269
       1449000.0      0.86474430
       1449500.0      0.86546718
       1450000.0      0.86661093
       1450500.0      0.86775322
       1451000.0      0.86889813
       1451500.0      0.87004362
       1452000.0      0.87118767
       1452500.0      0.87233229
       1453000.0      0.87347749
       1453500.0      0.87462328
       1454000.0      0.87576964
       1454500.0      0.87691659
       1455000.0      0.87731386
       1455500.0      0.87759291
       1456000.0      0.87787398
       1456500.0      0.87815300
       1457000.0      0.87843201
       1457500.0      0.87871099
       1458000.0      0.87898997
       1458500.0      0.87926892
       1459000.0      0.87954786
       1459500.0      0.87982679
       1460000.0      0.88024890
       1460500.0      0.88099648
       1461000.0      0.88174437
       1461500.0      0.88249257
       1462000.0      0.88324311
       1462500.0      0.88399192
       1463000.0      0.88474103
       1463500.0      0.88549249
       1464000.0      0.88624427
       1464500.0      0.88699429
       1465000.0      0.88774668
       1465500.0      0.88898810
       1466000.0      0.89054855
       1466500.0      0.89211191
       1467000.0      0.89367614
       1467500.0      0.89524328
       1468000.0      0.89680922
       1468500.0      0.89837807
       1469000.0      0.89994573
       1469500.0      0.90151631
       1470000.0      0.90308981
       1470500.0      0.90466211
       1471000.0      0.90527065
       1471500.0      0.90565052
       1472000.0      0.90603044
       1472500.0      0.90641247
       1473000.0      0.90679249
       1473500.0      0.90717462
       1474000.0      0.90755474
       1474500.0      0.90793491
       1475000.0      0.90831512
       1475500.0      0.90869745
       1476000.0      0.90907777
       1476500.0      0.90962571
       1477000.0      0.91018209
       1477500.0      0.91073658
       1478000.0      0.91129330
       1478500.0      0.91184811
       1479000.0      0.91240516
       1479500.0      0.91296239
       1480000.0      0.91351770
       1480500.0      0.91407526
       1481000.0      0.91463299
       1481500.0      0.91520749
       1482000.0      0.91689522
       1482500.0      0.91857972
       1483000.0      0.92026723
       1483500.0      0.92195359
       1484000.0      0.92364088
       1484500.0      0.92533117
       1485000.0      0.92702240
       1485500.0      0.92871455
       1486000.0      0.93040763
       1486500.0      0.93210164
       1487000.0      0.93377158
       1487500.0      0.93419186
       1488000.0      0.93461637
       1488500.0      0.93504097
       1489000.0      0.93546563
       1489500.0      0.93589038
       1490000.0      0.93631519
       1490500.0      0.93674008
       1491000.0      0.93716504
       1491500.0      0.93759008
       1492000.0      0.93801519
       1492500.0      0.93844038
       1493000.0      0.93842632
       1493500.0      0.93838066
       1494000.0      0.93833265
       1494500.0      0.93828441
       1495000.0      0.93823802
       1495500.0      0.93818929
       1496000.0      0.93814241
       1496500.0      0.93809320
       1497000.0      0.93804374
       1497500.0      0.93799405
       1498000.0      0.93794411
       1498500.0      0.93892698
       1499000.0      0.94027786
       1499500.0      0.94162944
       1500000.0      0.94298381
       1500500.0      0.94433888
       1501000.0      0.94569254
       1501500.0      0.94704899
       1502000.0      0.94840614
       1502500.0      0.94976398
       1503000.0      0.95112251
       1503500.0      0.95248174
       1504000.0      0.95338014
       1504500.0      0.95380249
       1505000.0      0.95422702
       1505500.0      0.95464952
       1506000.0      0.95507208
       1506500.0      0.95549472
       1507000.0      0.95591742
       1507500.0      0.95634020
       1508000.0      0.95676515
       1508500.0      0.95718807
       1509000.0      0.95761105
       1509500.0      0.95790086
       1510000.0      0.95752416
       1510500.0      0.95714701
       1511000.0      0.95676727
       1511500.0      0.95638708
       1512000.0      0.95600643
       1512500.0      0.95562531
       1513000.0      0.95524373
       1513500.0      0.95486170
       1514000.0      0.95447708
       1514500.0      0.95409199
       1515000.0      0.95370857
       1515500.0      0.95439494
       1516000.0      0.95552765
       1516500.0      0.95666089
       1517000.0      0.95779467
       1517500.0      0.95893112
       1518000.0      0.96006598
       1518500.0      0.96120351
       1519000.0      0.96233945
       1519500.0      0.96347806
       1520000.0      0.96461721
       1520500.0      0.96575690
       1521000.0      0.96680762
       1521500.0      0.96741112
       1522000.0      0.96801267
       1522500.0      0.96861441
       1523000.0      0.96921847
       1523500.0      0.96982059
       1524000.0      0.97042289
       1524500.0      0.97102751
       1525000.0      0.97163018
       1525500.0      0.97223518
       1526000.0      0.97283822
       1526500.0      0.97344359
       1527000.0      0.97343294
       1527500.0      0.97296618
       1528000.0      0.97249676
       1528500.0      0.97202683
       1529000.0      0.97155638
       1529500.0      0.97108541
       1530000.0      0.97061179
       1530500.0      0.97013979
       1531000.0      0.96966513
       1531500.0      0.96918996
       1532000.0      0.96871427
       1532500.0      0.96823806
       1533000.0      0.96915111
       1533500.0      0.97025150
       1534000.0      0.97135240
       1534500.0      0.97245381
       1535000.0      0.97355788
       1535500.0      0.97466032
       1536000.0      0.97576541
       1536500.0      0.97687102
       1537000.0      0.97797499
       1537500.0      0.97908163
       1538000.0      0.98018877
       1538500.0      0.98128566
       1539000.0      0.98208545
       1539500.0      0.98288772
       1540000.0      0.98368815
       1540500.0      0.98448888
       1541000.0      0.98529209
       1541500.0      0.98609345
       1542000.0      0.98689729
       1542500.0      0.98769927
       1543000.0      0.98850373
       1543500.0      0.98930635
       1544000.0      0.99011144
       1544500.0      0.99064632
       1545000.0      0.99011623
       1545500.0      0.98958343
       1546000.0      0.98905007
       1546500.0      0.98851617
       1547000.0      0.98798388
       1547500.0      0.98744886
       1548000.0      0.98691330
       1548500.0      0.98637719
       1549000.0      0.98584052
       1549500.0      0.98530547
       1550000.0      0.98476770
       1550500.0      0.98448357
       1551000.0      0.98514876
       1551500.0      0.98581418
       1552000.0      0.98647983
       1552500.0      0.98714569
       1553000.0      0.98781179
       1553500.0      0.98847810
       1554000.0      0.98914464
       1554500.0      0.98981358
       1555000.0      0.99048057
       1555500.0      0.99114779
       1556000.0      0.99181522
       1556500.0      0.99247634
       1557000.0      0.99310059
       1557500.0      0.99372722
       1558000.0      0.99435405
       1558500.0      0.99497889
       1559000.0      0.99560611
       1559500.0      0.99623134
       1560000.0      0.99685896
       1560500.0      0.99748459
       1561000.0      0.99811260
       1561500.0      0.99874080
       1562000.0      0.99936702
       1562500.0       1.0000000
       1563000.0      0.99910889
       1563500.0      0.99819509
       1564000.0      0.99728051
       1564500.0      0.99636514
       1565000.0      0.99544897
       1565500.0      0.99453202
       1566000.0      0.99361428
       1566500.0      0.99269575
       1567000.0      0.99177644
       1567500.0      0.99085633
       1568000.0      0.98993543
       1568500.0      0.98901375
       1569000.0      0.98878380
       1569500.0      0.98884819
       1570000.0      0.98891243
       1570500.0      0.98897650
       1571000.0      0.98904041
       1571500.0      0.98910417
       1572000.0      0.98916776
       1572500.0      0.98923120
       1573000.0      0.98929447
       1573500.0      0.98935758
       1574000.0      0.98942054
       1574500.0      0.98948334
       1575000.0      0.98973576
       1575500.0      0.99026410
       1576000.0      0.99079258
       1576500.0      0.99131898
       1577000.0      0.99184772
       1577500.0      0.99237661
       1578000.0      0.99290562
       1578500.0      0.99343478
       1579000.0      0.99396185
       1579500.0      0.99449128
       1580000.0      0.99501862
       1580500.0      0.99554832
       1581000.0      0.99607593
       1581500.0      0.99512118
       1582000.0      0.99403484
       1582500.0      0.99294761
       1583000.0      0.99185950
       1583500.0      0.99077272
       1584000.0      0.98968284
       1584500.0      0.98859429
       1585000.0      0.98750486
       1585500.0      0.98641454
       1586000.0      0.98532334
       1586500.0      0.98423125
       1587000.0      0.98314051
       1587500.0      0.98222683
       1588000.0      0.98160388
       1588500.0      0.98098256
       1589000.0      0.98036065
       1589500.0      0.97973816
       1590000.0      0.97911286
       1590500.0      0.97848920
       1591000.0      0.97786718
       1591500.0      0.97724235
       1592000.0      0.97661693
       1592500.0      0.97599316
       1593000.0      0.97536657
       1593500.0      0.97474162
       1594000.0      0.97477052
       1594500.0      0.97502489
       1595000.0      0.97527700
       1595500.0      0.97553131
       1596000.0      0.97578559
       1596500.0      0.97603760
       1597000.0      0.97629181
       1597500.0      0.97654599
       1598000.0      0.97679790
       1598500.0      0.97705202
       1599000.0      0.97730386
       1599500.0      0.97755791
       1600000.0      0.97780296
       1600500.0      0.97675174
       1601000.0      0.97570640
       1601500.0      0.97465797
       1602000.0      0.97361094
       1602500.0      0.97256307
       1603000.0      0.97151435
       1603500.0      0.97046704
       1604000.0      0.96941664
       1604500.0      0.96836764
       1605000.0      0.96731780
       1605500.0      0.96626712
       1606000.0      0.96521785
       1606500.0      0.96418349
       1607000.0      0.96326990
       1607500.0      0.96235555
       1608000.0      0.96144269
       1608500.0      0.96052683
       1609000.0      0.95961247
       1609500.0      0.95869736
       1610000.0      0.95778149
       1610500.0      0.95686713
       1611000.0      0.95594975
       1611500.0      0.95503388
       1612000.0      0.95411726
       1612500.0      0.95319988
       1613000.0      0.95250551
       1613500.0      0.95277364
       1614000.0      0.95304175
       1614500.0      0.95330985
       1615000.0      0.95357792
       1615500.0      0.95384372
       1616000.0      0.95411177
       1616500.0      0.95437979
       1617000.0      0.95464780
       1617500.0      0.95491353
       1618000.0      0.95518151
       1618500.0      0.95544947
       1619000.0      0.95571741
       1619500.0      0.95585826
       1620000.0      0.95531576
       1620500.0      0.95477274
       1621000.0      0.95422693
       1621500.0      0.95368288
       1622000.0      0.95313831
       1622500.0      0.95259550
       1623000.0      0.95204989
       1623500.0      0.95150377
       1624000.0      0.95095941
       1624500.0      0.95041453
       1625000.0      0.94986686
       1625500.0      0.94932096
       1626000.0      0.94877681
       1626500.0      0.94797006
       1627000.0      0.94715351
       1627500.0      0.94634084
       1628000.0      0.94552522
       1628500.0      0.94470891
       1629000.0      0.94389421
       1629500.0      0.94307883
       1630000.0      0.94226049
       1630500.0      0.94144375
       1631000.0      0.94062862
       1631500.0      0.93981052
       1632000.0      0.93899175
       1632500.0      0.93817459
       1633000.0      0.93777320
       1633500.0      0.93773760
       1634000.0      0.93770180
       1634500.0      0.93766352
       1635000.0      0.93762733
       1635500.0      0.93758865
       1636000.0      0.93755206
       1636500.0      0.93751299
       1637000.0      0.93747371
       1637500.0      0.93743423
       1638000.0      0.93739227
       1638500.0      0.93735239
       1639000.0      0.93731002
       1639500.0      0.93705610
       1640000.0      0.93631469
       1640500.0      0.93557264
       1641000.0      0.93483227
       1641500.0      0.93408898
       1642000.0      0.93334735
       1642500.0      0.93260741
       1643000.0      0.93186454
       1643500.0      0.93112335
       1644000.0      0.93038153
       1644500.0      0.92963909
       1645000.0      0.92889603
       1645500.0      0.92815465
       1646000.0      0.92741264
       1646500.0      0.92607248
       1647000.0      0.92460210
       1647500.0      0.92313297
       1648000.0      0.92166277
       1648500.0      0.92019383
       1649000.0      0.91872613
       1649500.0      0.91725737
       1650000.0      0.91578986
       1650500.0      0.91432361
       1651000.0      0.91285631
       1651500.0      0.91139026
       1652000.0      0.90992315
       1652500.0      0.90845962
       1653000.0      0.90725677
       1653500.0      0.90689406
       1654000.0      0.90652864
       1654500.0      0.90616515
       1655000.0      0.90579896
       1655500.0      0.90543238
       1656000.0      0.90506773
       1656500.0      0.90470038
       1657000.0      0.90433497
       1657500.0      0.90396916
       1658000.0      0.90360065
       1658500.0      0.90323408
       1659000.0      0.90286712
       1659500.0      0.90249978
       1660000.0      0.90188084
       1660500.0      0.90102172
       1661000.0      0.90016192
       1661500.0      0.89930143
       1662000.0      0.89844259
       1662500.0      0.89758308
       1663000.0      0.89672521
       1663500.0      0.89586434
       1664000.0      0.89500511
       1664500.0      0.89414755
       1665000.0      0.89328697
       1665500.0      0.89242804
       1666000.0      0.89156844
       1666500.0      0.89071050
       1667000.0      0.88954823
       1667500.0      0.88809304
       1668000.0      0.88663915
       1668500.0      0.88518190
       1669000.0      0.88372595
       1669500.0      0.88227130
       1670000.0      0.88081563
       1670500.0      0.87935893
       1671000.0      0.87790354
       1671500.0      0.87644712
       1672000.0      0.87498967
       1672500.0      0.87353354
       1673000.0      0.87207638
       1673500.0      0.87061820
       1674000.0      0.86997056
