     0.240000     0.168400      4.48800      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.245000     0.165300      4.34400      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.250000     0.162200      4.19900      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.255000     0.159100      4.07000      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.260000     0.156000      3.94200      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.265000     0.153100      3.81900      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.270000     0.150100      3.69500      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.275000     0.147300      3.62200      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.280000     0.144400      3.54900      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.285000     0.141700      3.46400      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.290000     0.138900      3.37900      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.295000     0.136300      3.29300      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.300000     0.133600      3.20600      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.305000     0.131000      3.15600      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.310000     0.128400      3.10600      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.315000     0.125900      3.06000      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.320000     0.123400      3.01300      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.325000     0.121000      2.95400      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.330000     0.118600      2.89400      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.335000     0.116200      2.83500      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.340000     0.113900      2.77500      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.345000     0.111600      2.71400      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.350000     0.109300      2.65200      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.355000     0.107100      2.52500      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.360000     0.105000      2.39800      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.365000     0.102800      2.19200      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.370000     0.100700      1.98500      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.375000    0.0986900      1.93100      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.380000    0.0966500      1.87800      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.385000    0.0946700      1.77800      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.390000    0.0926900      1.67700      0.00000      0.00000      1.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.395000    0.0907900      1.57400      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.400000    0.0888900      1.47100      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.405000    0.0870400      1.45100      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.410000    0.0851900      1.43200      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.415000    0.0834200      1.40700      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.420000    0.0816400      1.38200      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.425000    0.0799300      1.37000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.430000    0.0782300      1.35800      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.435000    0.0765700      1.32600      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.440000    0.0749200      1.29300      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.445000    0.0733400      1.27300      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.450000    0.0717500      1.25300      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.455000    0.0702200      1.22900      0.00000      0.00000      0.00000	0.000173700      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.460000    0.0686900      1.20500      0.00000      0.00000      0.00000	0.000347500      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.465000    0.0672200      1.17300      0.00000      0.00000      0.00000	0.000684700      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.470000    0.0657500      1.14100      0.00000      0.00000      0.00000	0.00102200      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.475000    0.0643300      1.12000      0.00000      0.00000      0.00000	0.000859600      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.480000    0.0629100      1.09800      0.00000      0.00000      0.00000	0.000697200      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.485000    0.0615500      1.08300      0.00000      0.00000      0.00000	0.000537600      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.490000    0.0601900      1.06700      0.00000      0.00000      0.00000	0.000378000      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.495000    0.0589100      1.04900      0.00000      0.00000      0.00000	0.0460900      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.500000    0.0576200      1.03100      0.00000      0.00000      0.00000	0.0918100      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.505000    0.0563900      1.01400      0.00000      0.00000      0.00000	0.289900      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.510000    0.0551700     0.996600      0.00000      0.00000      0.00000	0.487900      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.515000    0.0542000     0.975500      0.00000      0.00000      0.00000	0.531900      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.520000    0.0532300     0.954300      0.00000      0.00000      0.00000	0.575900      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.525000    0.0518400     0.932600      0.00000      0.00000      0.00000	0.571500      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.530000    0.0504500     0.910900      0.00000      0.00000      0.00000	0.567100      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.535000    0.0493300     0.889100      0.00000      0.00000      0.00000	0.572200      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.540000    0.0482200     0.867300      0.00000      0.00000      0.00000	0.577300      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.545000    0.0471600     0.843200      0.00000      0.00000      0.00000	0.606500      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.550000    0.0461000     0.819000      0.00000      0.00000      0.00000	0.635700      0.00000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.555000    0.0450900     0.797100      0.00000      0.00000      0.00000	0.632300  0.000663000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.560000    0.0440800     0.775200      0.00000      0.00000      0.00000	0.629000   0.00132600      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.565000    0.0431100     0.751900      0.00000      0.00000      0.00000	0.634100  0.000896400      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.570000    0.0421400     0.728700      0.00000      0.00000      0.00000	0.639100  0.000466900      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.575000    0.0412200     0.707700      0.00000      0.00000      0.00000	0.633600  0.000386900      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.580000    0.0403000     0.686800      0.00000      0.00000      0.00000	0.628000  0.000306900      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.585000    0.0394100     0.665900      0.00000      0.00000      0.00000	0.620100  0.000800900      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.590000    0.0385200     0.645000      0.00000      0.00000      0.00000	0.612300   0.00129500      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.595000    0.0376800     0.623800      0.00000      0.00000      0.00000	0.308100    0.0615000      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
     0.600000    0.0368500     0.602500      0.00000      0.00000      0.00000	0.00399900     0.121700      0.00000      0.00000      0.00000      0.00000	0.00000      0.00000      0.00000      0.00000      0.00000
