Monte Carlo Parameter Chain
Iteration, P, Q, Chi-Square
692 -0.024531 1.905922 1409.743788 
693 -0.024531 2.142672 1417.159505 
694 -0.340620 2.036183 1424.668510 
695 -0.656709 1.929694 1383.883274 
696 -0.455544 2.290570 1475.300807 
697 -0.254379 2.651445 1507.921134 
698 -0.467961 2.153518 1382.874020 
699 -0.532077 2.167419 1403.358755 
700 -0.596193 2.181321 1406.983196 
701 -0.196499 2.315960 1433.167965 
702 -0.196499 2.450598 1432.021284 
703 -0.283761 2.578500 1460.783171 
704 -0.371022 2.706401 1456.727115 
705 -0.371022 3.308334 1545.441254 
706 -0.752368 3.258281 1556.640237 
707 -1.133714 3.208229 1513.090989 
708 -1.025162 2.958001 1473.220968 
709 -0.916610 2.707773 1445.378143 
710 -0.592812 2.349725 1390.811547 
711 -0.606346 2.593432 1442.006274 
712 -0.619881 2.837140 1447.826182 
713 -0.327416 3.246556 1523.460555 
714 -0.034952 3.655972 1657.399856 
715 -0.034952 4.185478 1795.614321 
716 -0.042978 3.816860 1668.253277 
717 -0.042978 3.626347 1699.237274 
718 -0.042978 3.435835 1658.279969 
719 -0.155610 3.460194 1638.800084 
720 -0.089260 3.441740 1592.017225 
721 -0.022910 3.423285 1593.576774 
722 -0.205730 3.337809 1610.844315 
723 -0.154836 3.258621 1588.824740 
724 -0.103942 3.179432 1587.850235 
725 -0.103942 3.318146 1601.774160 
726 -0.323324 3.153809 1499.888599 
727 -0.542706 2.989472 1458.905652 
728 -1.095179 3.179171 1519.460252 
729 -1.647651 3.368869 1530.393213 
730 -1.275706 3.308483 1521.286653 
731 -0.903761 3.248098 1544.314555 
732 -0.917007 3.219217 1515.910426 
733 -1.354470 2.781267 1484.081757 
734 -1.791933 2.343317 1345.552027 
735 -1.742032 2.160497 1324.883284 
736 -1.692131 1.977676 1302.945537 
737 -1.420843 1.966087 1290.816237 
738 -1.149556 1.954498 1309.446591 
739 -1.495037 2.004970 1335.124266 
740 -1.840519 2.055442 1325.817217 
741 -2.186001 2.105914 1307.520135 
742 -1.921290 1.543483 1205.932799 
743 -1.656579 0.981053 1205.218260 
744 -1.855635 1.058063 1240.535286 
745 -2.054690 1.135072 1241.235059 
746 -2.235488 1.098639 1215.290119 
747 -2.416285 1.062207 1204.424682 
748 -2.597082 1.025774 1177.702459 
749 -2.655905 1.146483 1199.771871 
750 -2.714727 1.267193 1216.281321 
751 -2.773549 1.387902 1224.446539 
752 -3.039913 1.108443 1184.847563 
753 -3.306277 0.828983 1188.539959 
754 -3.306459 0.704838 1099.407075 
755 -3.306640 0.580693 1103.466445 
756 -3.306822 0.456548 1091.314542 
757 -3.158939 0.392940 1129.642040 
758 -3.011056 0.329331 1129.011490 
759 -2.863173 0.265723 1127.811663 
760 -2.889192 0.523561 1066.843119 
761 -2.915211 0.781398 1092.210365 
762 -2.941230 1.039236 1118.496286 
763 -2.750985 0.965368 1198.290769 
764 -2.560740 0.891499 1192.237751 
765 -2.370494 0.817630 1179.640897 
766 -1.554020 0.845790 1228.847771 
767 -0.737545 0.873951 1260.821669 
768 -0.844332 1.156725 1263.595377 
769 -0.951120 1.439500 1284.364168 
770 -1.057907 1.722275 1333.029042 
771 -1.169600 1.651884 1310.826493 
772 -1.281294 1.581494 1304.516241 
773 -1.128899 1.256021 1291.278224 
774 -0.976504 0.930548 1243.620964 
775 -0.949222 0.535599 1184.063105 
776 -0.921941 0.140650 1139.188687 
777 -0.894660 0.140650 1145.971515 
778 -1.128755 0.140812 1125.595844 
779 -1.362851 0.140975 1132.698688 
780 -1.596946 0.141137 1136.836518 
781 -1.710678 0.141137 1106.153609 
782 -1.824410 0.141137 1112.156955 
783 -1.793781 0.348889 1202.886178 
784 -1.763152 0.556641 1216.658294 
785 -1.732524 0.764393 1229.609250 
786 -1.709670 0.667946 1189.208363 
787 -1.686817 0.571499 1183.457177 
788 -1.645724 1.059683 1203.941638 
789 -1.604632 1.547866 1289.180051 
790 -1.563539 2.036050 1352.884809 
791 -1.156895 2.252544 1402.923355 
792 -0.750251 2.469038 1440.102336 
793 -0.415234 2.863602 1466.368259 
794 -0.080217 3.258166 1578.517248 
795 -0.080217 2.744038 1508.036805 
796 -0.080217 3.569836 1624.250319 
797 -0.080217 4.395635 1777.425732 
798 -0.260312 4.523280 1815.769005 
799 -0.469618 4.421949 1777.135770 
800 -0.364364 4.404607 1740.821861 
801 -0.364364 4.404607 1755.958713 
802 -0.364364 4.404607 1755.958713 
803 -0.512673 4.757954 1835.186133 
804 -0.046382 4.624601 1754.587386 
805 -0.072492 4.458372 1770.428561 
806 -0.472812 4.717140 1814.924776 
807 -0.556399 4.651988 1773.837222 
808 -0.639986 4.586836 1761.505320 
809 -0.838617 4.377767 1756.137935 
810 -0.946555 4.354470 1692.596373 
811 -0.354675 4.469247 1751.333130 
812 -0.354675 4.584024 1810.929299 
813 -0.562339 4.569127 1760.165943 
814 -0.987879 4.946776 1791.048353 
815 -0.882519 4.850644 1797.963379 
816 -0.926395 4.850644 1756.935030 
817 -0.970271 4.850644 1758.972365 
818 -0.885434 4.652028 1814.179591 
819 -0.537268 4.782307 1800.355508 
820 -0.339506 4.801967 1806.052144 
821 -0.731343 4.924445 1778.343639 
822 -0.576435 4.949348 1769.702006 
823 -0.368727 4.949348 1810.825290 
824 -0.159526 4.949348 1835.963386 
825 -0.031131 4.804171 1865.747271 
826 -0.031131 4.877379 1813.001290 
827 -0.129811 4.611182 1850.586749 
828 -0.104388 4.688985 1798.796372 
829 -0.106429 4.450088 1781.140169 
830 -0.193355 4.505131 1834.354723 
831 -0.194350 4.719281 1777.759062 
832 -0.347304 4.655643 1791.125000 
833 -0.282680 4.856553 1804.415971 
834 -0.089838 4.856553 1814.785932 
835 -0.089838 4.999758 1798.820847 
836 -0.014595 4.603019 1779.578649 
837 -0.357887 4.603019 1775.952943 
838 -0.344440 4.840533 1844.217021 
839 -0.559628 4.624596 1817.488556 
840 -1.034973 4.337767 1672.979884 
841 -1.510317 4.050939 1622.387984 
842 -1.320998 4.534351 1711.406258 
843 -1.636939 4.889244 1764.099722 
844 -1.952879 4.889244 1766.038912 
845 -1.525844 4.889244 1760.637049 
846 -1.799267 4.603857 1722.415631 
847 -1.742107 4.846758 1736.200640 
848 -1.684948 4.846758 1735.554747 
849 -1.197093 4.846758 1762.760551 
850 -1.207144 4.592901 1698.461873 
851 -1.194032 4.592901 1749.481460 
852 -1.180919 4.592901 1739.563124 
853 -1.295616 4.974601 1703.771429 
854 -1.455842 4.852401 1759.530893 
855 -1.424801 4.852401 1757.264595 
856 -1.013351 4.800912 1771.135686 
857 -0.601901 4.749423 1805.202039 
858 -0.653640 4.822173 1767.985847 
859 -0.052033 4.460066 1762.157408 
860 -0.172935 4.668979 1836.087530 
861 -0.442812 4.788829 1835.436367 
862 -0.715865 4.976185 1745.425025 
863 -0.692663 4.976185 1831.833517 
864 -0.813360 4.947839 1811.463008 
865 -0.934057 4.919494 1805.904662 
866 -1.005429 4.620545 1661.889251 
867 -1.166181 4.779140 1743.709943 
868 -1.028948 4.505683 1754.046473 
869 -0.404362 4.043466 1649.190303 
870 -0.905813 4.220169 1696.700242 
871 -1.376961 4.082053 1612.346880 
872 -0.766261 4.275434 1682.792006 
873 -0.155561 4.468815 1773.165644 
874 -0.438540 4.268711 1733.271032 
875 -0.407744 4.413275 1738.980497 
876 -0.301635 4.068099 1676.697245 
877 -0.195525 3.722924 1621.350573 
878 -0.195525 3.980299 1712.759938 
879 -0.091781 3.988161 1716.982321 
880 -0.312196 3.702410 1691.508122 
881 -0.532611 3.416659 1606.998373 
882 -0.474133 3.354105 1564.268341 
883 -0.322466 3.135287 1540.042603 
884 -0.170799 2.916469 1513.760554 
885 -0.307589 2.414362 1474.589470 
886 -0.444379 1.912254 1370.943690 
887 -0.710181 2.032770 1336.020957 
888 -0.975984 2.153286 1338.884619 
889 -0.961409 2.115425 1399.983721 
890 -1.147787 2.304559 1403.139956 
891 -1.334165 2.493692 1426.457587 
892 -1.310785 2.360888 1403.630084 
893 -1.287405 2.228084 1392.637810 
894 -1.490301 2.862371 1466.312750 
895 -1.693197 3.496657 1573.412748 
896 -1.326373 3.637977 1616.410224 
897 -0.959549 3.779298 1637.783541 
898 -0.738711 3.516402 1633.349806 
899 -0.592918 3.310382 1581.076168 
900 -0.447126 3.104363 1571.705629 
901 -0.177910 3.025465 1526.037672 
902 -0.177910 2.946567 1509.471363 
903 -0.034793 3.527881 1641.641556 
904 -0.554224 3.568136 1619.838740 
905 -1.073655 3.608392 1592.963464 
906 -1.149035 3.760074 1642.424355 
907 -1.325974 3.870330 1563.195593 
908 -1.502914 3.980586 1561.373371 
909 -1.864221 3.813020 1534.119391 
910 -2.225528 3.645453 1510.358930 
911 -2.045874 3.713822 1533.060179 
912 -1.846019 3.912373 1562.193841 
913 -1.646164 4.110925 1604.127242 
914 -2.136700 4.465233 1688.247914 
915 -2.627236 4.819541 1713.788885 
916 -2.800806 4.819541 1633.780655 
917 -3.027350 4.819541 1628.748907 
918 -3.253894 4.819541 1612.393706 
919 -3.194792 4.439918 1534.218600 
920 -3.135690 4.060295 1491.008454 
921 -3.187282 4.072834 1549.241345 
922 -3.043835 3.662400 1489.937461 
923 -2.900389 3.251966 1447.499678 
924 -2.626748 3.081688 1412.509179 
925 -2.353108 2.911410 1404.666158 
926 -2.555530 2.793899 1372.374512 
927 -2.873170 2.521619 1348.216793 
928 -3.551904 2.506613 1292.629177 
929 -4.230639 2.491607 1269.763577 
930 -4.909373 2.476602 1237.015343 
931 -4.538388 2.525680 1244.947550 
932 -4.345899 2.617234 1289.410214 
933 -4.153410 2.708788 1314.519054 
934 -3.765436 3.332710 1419.417158 
935 -3.377461 3.956633 1538.061120 
936 -3.384763 4.079153 1479.454395 
937 -3.392065 4.201673 1504.011763 
938 -3.620831 3.810561 1420.963762 
939 -3.849598 3.419448 1364.944066 
940 -3.990587 3.369786 1415.992798 
941 -4.131577 3.320124 1390.797302 
942 -4.133818 3.213078 1359.329288 
943 -4.136059 3.106032 1335.692163 
944 -4.421688 3.244154 1338.644459 
945 -4.707317 3.382276 1344.560157 
946 -4.992946 3.520399 1341.664708 
947 -4.630583 3.577567 1307.878092 
948 -4.268221 3.634734 1344.488867 
949 -3.861351 3.677280 1418.235352 
950 -3.454481 3.719825 1451.895378 
951 -3.268530 3.662322 1445.283095 
952 -3.082579 3.604820 1446.608181 
953 -3.022342 4.113220 1534.155530 
954 -2.962105 4.621620 1621.053415 
955 -2.745902 4.546466 1621.537677 
956 -2.867002 4.457373 1596.240050 
957 -2.988101 4.368280 1577.978182 
958 -2.646731 4.431630 1626.202096 
959 -2.305361 4.494980 1668.178800 
960 -2.149300 4.511311 1615.637168 
961 -1.647869 4.870689 1758.524211 
962 -1.146438 4.870689 1766.481183 
963 -1.337930 4.870689 1743.120831 
964 -1.480569 4.870689 1747.743518 
965 -1.491047 4.870689 1774.424672 
966 -1.501525 4.870689 1773.803807 
967 -1.779078 4.983512 1760.679416 
968 -1.552819 4.983512 1733.508316 
969 -2.037008 4.732306 1618.100668 
970 -2.521198 4.481100 1543.342650 
971 -2.492429 3.994985 1546.841841 
972 -2.456130 4.439255 1611.779274 
973 -2.419830 4.883525 1685.042335 
974 -2.238861 4.883525 1694.772610 
975 -1.827633 4.975156 1740.094161 
976 -1.416405 4.975156 1788.547730 
977 -1.226963 4.975156 1805.500719 
978 -1.096391 4.975156 1750.895274 
979 -1.010936 4.975156 1797.444763 
980 -0.602150 4.975156 1774.484431 
981 -0.919976 4.975156 1830.158636 
982 -1.237801 4.975156 1801.145089 
983 -1.285206 4.975156 1732.907585 
984 -1.109606 4.960756 1777.534994 
985 -1.097840 4.510175 1745.511982 
986 -1.428055 4.205882 1655.712518 
987 -1.758269 3.901589 1562.988935 
988 -1.919670 3.990374 1559.189258 
989 -2.473006 3.809693 1507.840285 
990 -3.026342 3.629011 1446.156064 
991 -3.710119 3.302645 1394.509471 
992 -4.393896 2.976279 1319.455578 
993 -5.077673 2.649913 1247.436312 
994 -5.396400 2.706859 1223.203473 
995 -5.715126 2.763805 1204.282223 
996 -6.324936 2.577794 1253.927870 
997 -6.934746 2.391783 1195.776397 
998 -7.544555 2.205771 1146.652926 
999 -8.154365 2.019760 1118.915653 
